split_name,family,target,score_method,coverage_target,actual_coverage,n,MAE,RMSE,MAPE_pct,Median_APE_pct,P95_APE_pct,Max_APE_pct,Bias,R2
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.95,0.9501084598698482,876,0.08859926357008004,0.1960624310488988,0.4536713959623043,0.26313983570918054,1.4095301139369842,5.652314349697223,-0.00010617775590451964,0.9995463344062842
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.9,0.9002169197396963,830,0.08352331284120854,0.17318048994755217,0.428643629435516,0.2567400210239361,1.2981211289002823,5.652314349697223,0.0005919408812006033,0.9996399151885152
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.8,0.8004338394793926,738,0.0794722272526604,0.16477472957499262,0.3995913434381313,0.2508682761536722,1.2074555431220941,5.652314349697223,0.002460802989019004,0.9996650877296727
random80_20,in_distribution,Nuavg,U_2D_plus_V,0.7,0.7006507592190889,646,0.0730496508241069,0.1509838982303958,0.3642221874883453,0.23760612255483243,1.0476087998791126,5.652314349697223,0.003613080419770766,0.9997158385787198
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.95,0.9501084598698482,876,0.08852412877714252,0.18926930164949257,0.46761983511661404,0.2735799603454781,1.5649724178803304,6.325682605790914,0.008708141558573133,0.9995573625933348
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.9,0.9002169197396963,830,0.08594038162415286,0.18788209159695612,0.4529041557890082,0.2625256616491675,1.4282703248836064,6.325682605790914,0.007611610993534709,0.9995409427599395
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.8,0.8004338394793926,738,0.07833044782809125,0.16353221064195458,0.4043360988566405,0.2483990227273038,1.2242832597865356,5.652314349697223,0.003303914274303612,0.999650449136055
random80_20,in_distribution,Nuavg,conservative_U_D_V_max,0.7,0.7006507592190889,646,0.07595800199006732,0.16322226217501484,0.3796571726305374,0.23993085563817812,1.1084041518687069,5.652314349697223,0.0006267204520872766,0.9996652481005284
random80_20,in_distribution,Nuavg,learned_logistic_gate,0.95,0.9501084598698482,876,0.0951183621916052,0.24221359726163574,0.4628363158402709,0.26313983570918054,1.4214865163913053,6.325682605790914,-0.0006953463741633338,0.999330147962236
random80_20,in_distribution,Nuavg,learned_logistic_gate,0.9,0.9002169197396963,830,0.07903485236110455,0.16117529323799604,0.40648503461997726,0.25416289417425997,1.203808301016854,5.652314349697223,0.001450041180346395,0.9996912160467019
random80_20,in_distribution,Nuavg,learned_logistic_gate,0.8,0.8004338394793926,738,0.07466858372055092,0.15696790162748672,0.3677477005332077,0.2436741799593405,1.014076169714164,5.652314349697223,-4.0006444253881786e-05,0.9997186283425745
random80_20,in_distribution,Nuavg,learned_logistic_gate,0.7,0.7006507592190889,646,0.06843326381766021,0.12312081929728774,0.34312361165065636,0.24229426765971046,0.9668097439715406,2.396478204106852,-0.0033649675847575874,0.9998273127857752
random80_20,in_distribution,Nuavg,oracle_error_rank,0.95,0.9501084598698482,876,0.06673530632785465,0.1054671787642201,0.37867443771461445,0.25896035825940233,1.0679903099249473,1.8191118598073066,0.0058134612740991486,0.9998561613141977
random80_20,in_distribution,Nuavg,oracle_error_rank,0.9,0.9002169197396963,830,0.056813564081766514,0.08430513584811414,0.323418957697984,0.24752684076450482,0.8479655324094644,1.0526848884400635,0.0012082346059041028,0.9999066623370426
random80_20,in_distribution,Nuavg,oracle_error_rank,0.8,0.8004338394793926,738,0.04345216237096605,0.061416842797227485,0.2569023958746883,0.21854792982042331,0.6171879391539882,0.700813503013776,0.00010183600242223539,0.9999490442704756
random80_20,in_distribution,Nuavg,oracle_error_rank,0.7,0.7006507592190889,646,0.034870307478299445,0.048311702329332885,0.20723894846874683,0.1839343299124349,0.4723078848489126,0.5212779906576489,-0.0011475563781548897,0.9999682970829481
random80_20,in_distribution,Nuavg,random_rejection,0.95,0.9501084598698482,876,0.10215096003911264,0.25740275281744357,0.501796890518363,0.2799556935869472,1.8151251131839452,6.153039461284414,-0.012309556360114098,0.999244648615753
random80_20,in_distribution,Nuavg,random_rejection,0.9,0.9002169197396963,830,0.10335847787696191,0.2619012073539964,0.5073513554510085,0.2806054388056407,1.8221587787000566,6.153039461284414,-0.014770368565938555,0.9992115916729001
random80_20,in_distribution,Nuavg,random_rejection,0.8,0.8004338394793926,738,0.10277070685079101,0.26248235640267475,0.5103016392596915,0.2817079049222392,1.8127055173204218,6.153039461284414,-0.016380789999199445,0.999189996737086
random80_20,in_distribution,Nuavg,random_rejection,0.7,0.7006507592190889,646,0.10355957208639328,0.27054839964491834,0.5088794032000741,0.27628606546773093,1.8177829442661861,6.153039461284414,-0.015782799024552405,0.9991529092051894
random80_20,in_distribution,DelP_Pa,U_only,0.95,0.9501084598698482,876,1.2007133840404378,4.320485214639369,0.3601472069191273,0.25902902478194634,0.9952664744171912,2.9834729671658162,-0.5494213274251625,0.9999574490181287
random80_20,in_distribution,DelP_Pa,U_only,0.9,0.9002169197396963,830,0.9623919455435985,2.9045035187439496,0.3248204960558289,0.24377137372287488,0.9181175421716544,2.2686749131018997,-0.3176278516358716,0.9999786962795425
random80_20,in_distribution,DelP_Pa,U_only,0.8,0.8004338394793926,738,0.8875585768707136,2.5622760580246515,0.29802138863228567,0.22839121690619169,0.8368491377352785,2.023050036818082,-0.20995196393795082,0.9999840622548221
