split_name,family,target,score_method,tolerance_pct,failure_rate,failure_AUROC,failure_AUPRC,AURC_MAPE_pct,full_MAE,full_RMSE,full_MAPE_pct,full_R2
holdout_G02,withheld_geometry,Nuavg,conservative_U_D_V_max,5.0,0.057291666666666664,0.7318872425916624,0.11106865967155959,0.9899912126630803,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,learned_logistic_gate,5.0,0.057291666666666664,0.737365017579106,0.10955197347734612,0.7821049803483016,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,oracle_error_rank,5.0,0.057291666666666664,1.0,1.0,0.3069144551123527,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,Nuavg,random_rejection,5.0,0.057291666666666664,0.4237820190858865,0.05440264155605443,1.2632081056645736,0.3236633429209391,0.8359598435741799,1.158073394611845,0.9904506930793816
holdout_G02,withheld_geometry,DelP_Pa,U_only,10.0,0.0,,,0.4193896808729663,1.3984563767921314,3.1416457295331557,0.4946672831369152,0.9999760463819192
holdout_G02,withheld_geometry,DelP_Pa,D_only,10.0,0.0,,,0.5051607262542713,1.3984563767921314,3.1416457295331557,0.4946672831369152,0.9999760463819192
holdout_G02,withheld_geometry,DelP_Pa,V_only,10.0,0.0,,,0.44628533356541766,1.3984563767921314,3.1416457295331557,0.4946672831369152,0.9999760463819192
holdout_G02,withheld_geometry,DelP_Pa,U_plus_D,10.0,0.0,,,0.4411031822943296,1.3984563767921314,3.1416457295331557,0.4946672831369152,0.9999760463819192
holdout_G02,withheld_geometry,DelP_Pa,U_plus_V,10.0,0.0,,,0.4193896808729663,1.3984563767921314,3.1416457295331557,0.4946672831369152,0.9999760463819192
holdout_G02,withheld_geometry,DelP_Pa,D_plus_V,10.0,0.0,,,0.5051607262542713,1.3984563767921314,3.1416457295331557,0.4946672831369152,0.9999760463819192
